idx,Question_no,Set_no,idx1,idx2,idx3,idx4
1562,Q363,4,557,399,1094,1435
1563,Q364,4,713,365,1068,1270
1564,Q365,4,19,1161,995,1208
1565,Q366,4,568,425,856,1311
1566,Q367,4,273,1111,775,1348
1567,Q368,4,299,829,345,1561
1568,Q369,4,1167,1174,304,1584
1569,Q370,4,115,370,1144,1356
1570,Q371,4,230,203,1140,1541
1571,Q372,4,418,529,16,1310
1572,Q373,4,88,172,193,1368
1573,Q374,4,632,548,267,1462
1574,Q375,4,526,434,991,1558
1575,Q376,4,323,612,512,1519
1576,Q377,4,1187,824,542,1486
1577,Q378,4,1062,874,1102,1454
1578,Q379,4,670,535,831,1559
1579,Q380,4,174,148,303,1250
1580,Q381,4,155,842,334,1555
1581,Q382,4,905,545,3,1439
1582,Q383,4,740,883,639,1575
1583,Q384,4,369,61,621,1482
1584,Q385,4,859,1077,416,1524
1585,Q386,4,326,699,234,1293
1586,Q387,4,1,423,727,1577
1587,Q388,4,494,103,894,1322
1588,Q389,4,89,631,1066,1200
1589,Q390,4,862,1091,1096,1407
1590,Q391,4,390,626,348,1314
1591,Q392,4,376,28,285,1480
1592,Q393,4,372,981,505,1294
1593,Q394,4,693,1124,187,1266
1594,Q395,4,620,962,559,1497
1595,Q396,4,487,139,186,1219
1596,Q397,4,519,373,1151,1593
1597,Q398,4,909,80,277,1536
1598,Q399,4,1162,886,1047,1271
1599,Q400,4,646,33,553,1431
1600,Q1,5,123,1069,47,1313
1601,Q2,5,296,306,863,1200
1602,Q3,5,219,615,953,1402
1603,Q4,5,144,1048,1093,1470
1604,Q5,5,590,1141,217,1521
1605,Q6,5,18,90,379,1384
1606,Q7,5,876,668,674,1349
1607,Q8,5,1038,810,456,1558
1608,Q9,5,360,801,1106,1431
1609,Q10,5,867,908,197,1231
1610,Q11,5,558,63,815,1468
1611,Q12,5,437,1132,1160,1280
1612,Q13,5,98,341,601,1235
1613,Q14,5,767,643,904,1425
1614,Q15,5,39,746,880,1580
1615,Q16,5,722,650,738,1539
1616,Q17,5,1186,332,858,1333
1617,Q18,5,36,335,1037,1505
1618,Q19,5,382,221,464,1260
1619,Q20,5,129,786,752,1255
1620,Q21,5,930,933,1108,1530
1621,Q22,5,450,665,797,1385
1622,Q23,5,610,161,454,1292
1623,Q24,5,598,826,432,1296
1624,Q25,5,170,485,1046,1516
1625,Q26,5,493,891,278,1449
1626,Q27,5,165,853,605,1482
1627,Q28,5,262,1137,1073,1408
1628,Q29,5,596,413,566,1239
1629,Q30,5,318,897,309,1264
1630,Q31,5,857,298,353,1339
1631,Q32,5,355,515,189,1353
1632,Q33,5,511,405,609,1441
1633,Q34,5,755,589,1126,1287
1634,Q35,5,1154,484,584,1251
1635,Q36,5,1052,81,899,1252
1636,Q37,5,507,913,616,1435
1637,Q38,5,252,629,750,1326
1638,Q39,5,926,688,534,1500
1639,Q40,5,864,556,261,1537
1640,Q41,5,682,25,692,1459
1641,Q42,5,1190,70,1025,1567
1642,Q43,5,878,555,687,1304
1643,Q44,5,264,1134,65,1457
1644,Q45,5,707,362,946,1329
1645,Q46,5,788,658,495,1447
1646,Q47,5,2,1003,1051,1534
1647,Q48,5,135,961,359,1315
1648,Q49,5,10,1078,29,1395
1649,Q50,5,1033,352,1029,1234
1650,Q51,5,181,630,782,1504
1651,Q52,5,95,973,156,1554
1652,Q53,5,178,533,854,1369
1653,Q54,5,97,721,1115,1497
1654,Q55,5,1065,599,855,1495
1655,Q56,5,900,583,924,1218
1656,Q57,5,34,949,474,1460
1657,Q58,5,52,669,289,1207
1658,Q59,5,892,1020,603,1462
1659,Q60,5,114,270,288,1472
1660,Q61,5,784,623,232,1549
1661,Q62,5,808,649,330,1484
1662,Q63,5,809,38,182,1359
1663,Q64,5,419,21,849,1322
1664,Q65,5,872,231,146,1392
1665,Q66,5,293,30,104,1318
1666,Q67,5,138,1031,549,1563
1667,Q68,5,896,689,679,1407
1668,Q69,5,551,1023,552,1509
1669,Q70,5,1131,1168,1000,1439
1670,Q71,5,718,994,20,1584
1671,Q72,5,1155,22,1105,1415
1672,Q73,5,244,448,777,1442
1673,Q74,5,268,281,1170,1217
1674,Q75,5,656,479,1116,1283
1675,Q76,5,338,834,235,1403
1676,Q77,5,116,446,351,1523
1677,Q78,5,869,979,247,1223
1678,Q79,5,932,1128,23,1263
1679,Q80,5,504,806,716,1225
1680,Q81,5,452,754,882,1242
1681,Q82,5,145,394,839,1550
1682,Q83,5,765,563,470,1335
1683,Q84,5,476,224,191,1507
1684,Q85,5,254,520,903,1428
1685,Q86,5,282,928,860,1400
1686,Q87,5,313,320,968,1381
1687,Q88,5,286,780,1122,1538
1688,Q89,5,1104,190,358,1358
1689,Q90,5,421,400,417,1456
1690,Q91,5,982,118,967,1289
1691,Q92,5,134,523,44,1224
1692,Q93,5,150,1125,651,1426
1693,Q94,5,625,591,1086,1436
1694,Q95,5,164,488,662,1311
1695,Q96,5,929,791,841,1418
1696,Q97,5,111,204,241,1433
1697,Q98,5,690,851,652,1229
1698,Q99,5,305,158,730,1574
1699,Q100,5,471,565,249,1467
1700,Q101,5,911,648,866,1517
1701,Q102,5,163,457,136,1206
1702,Q103,5,572,823,1058,1565
1703,Q104,5,85,664,955,1522
1704,Q105,5,13,1169,236,1221
1705,Q106,5,1002,1188,401,1295
1706,Q107,5,820,147,1110,1454
1707,Q108,5,302,180,1196,1575
1708,Q109,5,537,1024,971,1232
1709,Q110,5,673,196,280,1405
1710,Q111,5,575,17,543,1220
1711,Q112,5,793,1149,333,1387
1712,Q113,5,1103,779,478,1518
1713,Q114,5,921,906,678,1314
1714,Q115,5,1164,162,787,1305
1715,Q116,5,1011,349,700,1376
1716,Q117,5,141,324,1119,1233
1717,Q118,5,1055,274,374,1474
1718,Q119,5,311,499,1009,1423
1719,Q120,5,290,122,697,1316
1720,Q121,5,816,888,8,1440
1721,Q122,5,877,260,82,1492
1722,Q123,5,66,50,944,1503
1723,Q124,5,576,1185,502,1265
1724,Q125,5,1074,486,1101,1222
1725,Q126,5,409,1012,895,1286
1726,Q127,5,737,1120,1157,1525
1727,Q128,5,317,1084,654,1514
1728,Q129,5,357,939,701,1352
1729,Q130,5,55,4,821,1203
1730,Q131,5,1092,830,927,1334
1731,Q132,5,517,970,32,1524
1732,Q133,5,1016,580,728,1508
1733,Q134,5,898,49,925,1248
1734,Q135,5,206,344,676,1452
1735,Q136,5,902,57,107,1241
1736,Q137,5,1192,1008,592,1593
1737,Q138,5,638,845,602,1586
1738,Q139,5,99,461,660,1312
1739,Q140,5,588,124,1107,1437
1740,Q141,5,769,6,993,1540
1741,Q142,5,617,947,339,1243
1742,Q143,5,698,1059,957,1480
1743,Q144,5,1148,325,243,1429
1744,Q145,5,463,1138,214,1202
1745,Q146,5,819,964,710,1494
1746,Q147,5,885,604,756,1337
1747,Q148,5,462,1082,934,1226
1748,Q149,5,307,441,972,1276
1749,Q150,5,43,948,140,1372
1750,Q151,5,467,514,963,1256
1751,Q152,5,726,811,709,1378
1752,Q153,5,912,794,87,1551
1753,Q154,5,582,466,27,1499
1754,Q155,5,388,171,804,1578
1755,Q156,5,378,984,133,1519
1756,Q157,5,1100,1018,836,1419
1757,Q158,5,720,570,760,1573
1758,Q159,5,472,814,105,1277
1759,Q160,5,695,573,977,1355
1760,Q161,5,24,1050,1180,1478
1761,Q162,5,1045,1189,68,1259
1762,Q163,5,1195,239,731,1515
1763,Q164,5,275,56,92,1261
1764,Q165,5,778,733,923,1299
1765,Q166,5,1156,744,634,1588
1766,Q167,5,411,26,442,1238
1767,Q168,5,347,109,210,1594
1768,Q169,5,1095,342,980,1341
1769,Q170,5,279,188,887,1258
1770,Q171,5,873,544,242,1343
1771,Q172,5,585,91,644,1227
1772,Q173,5,915,641,1178,1394
1773,Q174,5,685,7,1117,1288
1774,Q175,5,316,561,943,1365
1775,Q176,5,0,959,1109,1398
1776,Q177,5,269,985,301,1583
1777,Q178,5,152,640,226,1266
1778,Q179,5,624,672,35,1406
1779,Q180,5,371,329,483,1270
1780,Q181,5,530,1061,256,1237
1781,Q182,5,799,31,258,1564
1782,Q183,5,414,106,1036,1204
1783,Q184,5,619,1043,94,1275
1784,Q185,5,501,430,562,1501
1785,Q186,5,954,1193,396,1548
1786,Q187,5,67,763,167,1590
1787,Q188,5,827,741,920,1511
1788,Q189,5,988,907,159,1290
1789,Q190,5,1005,714,253,1348
1790,Q191,5,131,614,225,1455
1791,Q192,5,812,168,571,1545
1792,Q193,5,436,403,126,1566
1793,Q194,5,586,1181,1158,1294
1794,Q195,5,120,719,914,1427
1795,Q196,5,350,965,383,1317
1796,Q197,5,1147,1191,431,1379
1797,Q198,5,380,675,389,1568
1798,Q199,5,766,1171,956,1307
1799,Q200,5,564,1176,627,1496
1800,Q201,5,936,1004,248,1438
1801,Q202,5,800,1021,696,1572
1802,Q203,5,1098,739,410,1310
1803,Q204,5,1165,1070,211,1547
1804,Q205,5,37,84,723,1245
1805,Q206,5,1090,942,451,1421
1806,Q207,5,208,494,807,1416
1807,Q208,5,173,1014,322,1528
1808,Q209,5,1167,477,620,1493
1809,Q210,5,195,385,19,1487
1810,Q211,5,513,1161,14,1303
1811,Q212,5,209,1112,655,1356
1812,Q213,5,1183,774,683,1282
1813,Q214,5,729,303,69,1502
1814,Q215,5,975,277,706,1401
1815,Q216,5,717,42,1145,1246
1816,Q217,5,637,1041,901,1513
1817,Q218,5,521,670,125,1585
1818,Q219,5,1010,336,848,1414
1819,Q220,5,916,404,1172,1533
1820,Q221,5,227,828,758,1591
1821,Q222,5,78,1063,817,1330
1822,Q223,5,184,905,999,1269
1823,Q224,5,439,962,71,1354
1824,Q225,5,475,250,420,1527
1825,Q226,5,969,33,628,1247
1826,Q227,5,732,538,74,1278
1827,Q228,5,747,1179,1085,1319
1828,Q229,5,727,771,1124,1479
1829,Q230,5,686,1197,581,1297
1830,Q231,5,299,1034,473,1561
1831,Q232,5,183,661,58,1448
1832,Q233,5,1146,422,398,1371
1833,Q234,5,783,101,460,1570
1834,Q235,5,337,16,199,1210
1835,Q236,5,768,883,424,1366
1836,Q237,5,127,1001,983,1389
1837,Q238,5,935,271,387,1477
1838,Q239,5,216,518,445,1320
1839,Q240,5,1027,1044,447,1483
1840,Q241,5,45,83,112,1273
1841,Q242,5,103,595,48,1383
1842,Q243,5,743,547,568,1410
1843,Q244,5,578,506,40,1446
1844,Q245,5,792,545,522,1409
1845,Q246,5,440,384,613,1390
1846,Q247,5,631,267,918,1205
1847,Q248,5,153,1123,512,1489
1848,Q249,5,757,865,373,1451
1849,Q250,5,546,416,910,1262
1850,Q251,5,176,822,377,1375
1851,Q252,5,343,560,319,1552
1852,Q253,5,234,745,308,1328
1853,Q254,5,798,1076,348,1559
1854,Q255,5,844,540,366,1201
1855,Q256,5,862,704,818,1571
1856,Q257,5,291,516,346,1254
1857,Q258,5,1013,469,77,1344
1858,Q259,5,1127,1006,1068,1267
1859,Q260,5,735,46,759,1271
1860,Q261,5,600,569,712,1443
1861,Q262,5,992,64,1162,1373
1862,Q263,5,1173,177,246,1453
1863,Q264,5,75,272,998,1274
1864,Q265,5,363,621,636,1506
1865,Q266,5,1083,1153,1187,1458
1866,Q267,5,96,113,427,1579
1867,Q268,5,443,667,1118,1599
1868,Q269,5,711,1094,354,1293
1869,Q270,5,987,833,1017,1560
1870,Q271,5,725,1174,587,1587
1871,Q272,5,368,554,481,1557
1872,Q273,5,149,1130,496,1432
1873,Q274,5,535,952,802,1476
1874,Q275,5,938,121,1166,1536
1875,Q276,5,1150,976,548,1422
1876,Q277,5,875,304,62,1396
1877,Q278,5,1097,702,61,1364
1878,Q279,5,300,740,207,1576
1879,Q280,5,611,376,487,1211
1880,Q281,5,1159,215,870,1556
1881,Q282,5,175,835,3,1581
1882,Q283,5,894,1072,776,1306
1883,Q284,5,978,868,229,1331
1884,Q285,5,5,508,608,1445
1885,Q286,5,102,626,367,1413
1886,Q287,5,772,519,391,1338
1887,Q288,5,364,825,579,1596
1888,Q289,5,966,155,847,1481
1889,Q290,5,295,370,510,1285
1890,Q291,5,852,115,831,1345
1891,Q292,5,937,781,198,1213
1892,Q293,5,117,889,1182,1340
1893,Q294,5,734,194,412,1347
1894,Q295,5,633,340,365,1370
1895,Q296,5,505,699,356,1531
1896,Q297,5,1039,531,369,1411
1897,Q298,5,1032,715,705,1279
1898,Q299,5,642,940,444,1490
1899,Q300,5,1075,497,327,1230
1900,Q301,5,41,28,871,1388
1901,Q302,5,981,1067,1007,1555
1902,Q303,5,524,406,951,1420
1903,Q304,5,185,297,415,1450
1904,Q305,5,539,326,909,1491
1905,Q306,5,73,785,1139,1434
1906,Q307,5,15,1,331,1582
1907,Q308,5,438,770,287,1399
1908,Q309,5,594,139,1040,1377
1909,Q310,5,612,997,742,1336
1910,Q311,5,574,449,941,1542
1911,Q312,5,1113,724,840,1546
1912,Q313,5,559,919,433,1485
1913,Q314,5,79,110,429,1562
1914,Q315,5,1151,647,1064,1214
1915,Q316,5,151,773,212,1361
1916,Q317,5,492,764,1080,1325
1917,Q318,5,455,402,142,1253
1918,Q319,5,541,597,856,1219
1919,Q320,5,1089,233,294,1323
1920,Q321,5,132,1053,796,1308
1921,Q322,5,893,622,93,1342
1922,Q323,5,843,829,995,1228
1923,Q324,5,748,157,245,1382
1924,Q325,5,803,345,790,1543
1925,Q326,5,663,60,237,1535
1926,Q327,5,553,536,393,1544
1927,Q328,5,1129,128,986,1327
1928,Q329,5,529,228,160,1302
1929,Q330,5,500,192,72,1529
1930,Q331,5,1047,680,423,1569
1931,Q332,5,1062,169,691,1244
1932,Q333,5,361,1096,218,1592
1933,Q334,5,1079,886,284,1471
1934,Q335,5,312,526,434,1510
1935,Q336,5,958,222,381,1268
1936,Q337,5,761,1088,653,1488
1937,Q338,5,1184,1056,76,1367
1938,Q339,5,334,532,1133,1404
1939,Q340,5,328,789,397,1216
1940,Q341,5,525,375,931,1595
1941,Q342,5,276,528,593,1380
1942,Q343,5,230,1102,659,1412
1943,Q344,5,480,1175,1077,1257
1944,Q345,5,753,459,550,1374
1945,Q346,5,259,890,265,1512
1946,Q347,5,395,273,861,1391
1947,Q348,5,220,201,143,1350
1948,Q349,5,310,684,917,1284
1949,Q350,5,1035,1087,399,1597
1950,Q351,5,386,88,1136,1368
1951,Q352,5,645,974,193,1577
1952,Q353,5,922,542,509,1520
1953,Q354,5,285,850,426,1430
1954,Q355,5,606,187,996,1240
1955,Q356,5,960,491,148,1465
1956,Q357,5,1049,805,607,1360
1957,Q358,5,1081,557,1163,1393
1958,Q359,5,1015,54,292,1324
1959,Q360,5,498,879,1199,1298
1960,Q361,5,666,186,751,1386
1961,Q362,5,1022,618,859,1473
1962,Q363,5,874,813,130,1589
1963,Q364,5,174,9,837,1291
1964,Q365,5,323,646,703,1346
1965,Q366,5,632,202,458,1300
1966,Q367,5,749,238,240,1424
1967,Q368,5,832,266,428,1417
1968,Q369,5,795,203,1066,1532
1969,Q370,5,846,991,1111,1212
1970,Q371,5,503,263,108,1526
1971,Q372,5,418,392,990,1281
1972,Q373,5,713,1152,1071,1208
1973,Q374,5,1030,1026,482,1475
1974,Q375,5,762,884,257,1466
1975,Q376,5,283,1177,1057,1272
1976,Q377,5,567,1114,708,1301
1977,Q378,5,251,693,775,1309
1978,Q379,5,468,527,465,1444
1979,Q380,5,179,53,639,1598
1980,Q381,5,408,950,213,1363
1981,Q382,5,736,577,223,1332
1982,Q383,5,80,11,315,1461
1983,Q384,5,1140,12,1121,1397
1984,Q385,5,100,842,1194,1469
1985,Q386,5,390,1144,1028,1351
1986,Q387,5,166,205,677,1498
1987,Q388,5,119,51,1135,1486
1988,Q389,5,681,945,881,1215
1989,Q390,5,453,694,435,1209
1990,Q391,5,989,1143,635,1553
1991,Q392,5,314,1142,824,1464
1992,Q393,5,407,137,1060,1463
1993,Q394,5,1054,200,89,1249
1994,Q395,5,59,489,1091,1321
1995,Q396,5,172,1198,154,1541
1996,Q397,5,657,372,321,1357
1997,Q398,5,1099,1019,1042,1250
1998,Q399,5,86,425,838,1236
1999,Q400,5,255,490,671,1362
2000,Q1,6,810,624,1107,1298
2001,Q2,6,92,358,488,1446
2002,Q3,6,731,678,555,1271
2003,Q4,6,845,1169,959,1231
2004,Q5,6,226,118,906,1414
2005,Q6,6,533,679,109,1350
2006,Q7,6,515,688,925,1333
2007,Q8,6,903,1193,812,1501
2008,Q9,6,454,643,788,1556
2009,Q10,6,599,341,821,1539
2010,Q11,6,1160,929,985,1456
2011,Q12,6,561,18,274,1416
2012,Q13,6,333,43,325,1209
2013,Q14,6,379,716,1100,1365
2014,Q15,6,1048,977,615,1468
2015,Q16,6,651,576,839,1234
2016,Q17,6,652,196,1104,1582
2017,Q18,6,537,654,926,1277
2018,Q19,6,7,970,244,1404
2019,Q20,6,217,82,507,1405
2020,Q21,6,944,1005,687,1493
2021,Q22,6,225,806,409,1392
2022,Q23,6,446,22,382,1467
2023,Q24,6,329,640,430,1598
2024,Q25,6,1036,261,1106,1341
2025,Q26,6,1141,495,91,1428
2026,Q27,6,867,544,979,1389
2027,Q28,6,55,965,778,1491
2028,Q29,6,1119,17,403,1474
2029,Q30,6,948,808,131,1249
2030,Q31,6,309,769,780,1347
2031,Q32,6,737,30,765,1293
2032,Q33,6,786,744,1178,1319
2033,Q34,6,188,660,254,1499
2034,Q35,6,873,816,260,1439
2035,Q36,6,973,586,262,1307
2036,Q37,6,947,750,895,1477
2037,Q38,6,243,95,26,1535
2038,Q39,6,27,674,1192,1413
2039,Q40,6,993,413,668,1287
2040,Q41,6,908,858,190,1421
2041,Q42,6,419,171,342,1342
2042,Q43,6,915,592,664,1587
2043,Q44,6,90,570,311,1596
2044,Q45,6,313,1105,583,1544
2045,Q46,6,714,1000,320,1451
2046,Q47,6,897,954,598,1253
2047,Q48,6,1116,564,912,1519
2048,Q49,6,869,441,582,1532
2049,Q50,6,318,414,456,1572
2050,Q51,6,791,902,779,1359
2051,Q52,6,1023,887,256,1228
2052,Q53,6,305,766,499,1252
2053,Q54,6,0,191,275,1481
2054,Q55,6,1195,827,617,1420
2055,Q56,6,619,181,565,1508
2056,Q57,6,485,1033,634,1275
2057,Q58,6,755,956,728,1403
2058,Q59,6,602,877,584,1245
2059,Q60,6,1009,437,49,1375
2060,Q61,6,1082,1110,921,1299
2061,Q62,6,463,1176,293,1354
2062,Q63,6,133,236,511,1396
2063,Q64,6,104,278,563,1269
2064,Q65,6,210,247,741,1205
2065,Q66,6,47,794,722,1296
2066,Q67,6,1018,432,1117,1313
2067,Q68,6,815,470,601,1503
2068,Q69,6,880,953,351,1552
2069,Q70,6,932,8,1103,1283
2070,Q71,6,182,170,1168,1221
2071,Q72,6,31,436,849,1460
2072,Q73,6,804,697,501,1504
2073,Q74,6,826,1186,590,1526
2074,Q75,6,830,25,899,1514
2075,Q76,6,124,316,114,1391
2076,Q77,6,52,289,338,1374
2077,Q78,6,1155,964,140,1324
2078,Q79,6,720,784,854,1224
2079,Q80,6,523,543,949,1355
2080,Q81,6,1191,126,760,1208
2081,Q82,6,588,669,231,1211
2082,Q83,6,129,718,374,1515
2083,Q84,6,1078,476,282,1484
2084,Q85,6,1147,464,1012,1436
2085,Q86,6,158,876,68,1588
2086,Q87,6,359,493,1052,1304
2087,Q88,6,1164,1003,675,1506
2088,Q89,6,478,442,809,1315
2089,Q90,6,984,97,982,1583
2090,Q91,6,1061,483,1073,1267
2091,Q92,6,700,302,13,1533
2092,Q93,6,339,1045,1131,1390
2093,Q94,6,486,656,362,1334
2094,Q95,6,371,350,249,1590
2095,Q96,6,860,924,253,1594
2096,Q97,6,891,799,24,1328
2097,Q98,6,658,39,641,1550
2098,Q99,6,968,147,994,1597
2099,Q100,6,479,344,638,1525
2100,Q101,6,1059,866,466,1464
2101,Q102,6,87,603,610,1470
2102,Q103,6,180,701,1055,1560
2103,Q104,6,933,943,596,1534
2104,Q105,6,405,98,396,1388
2105,Q106,6,2,135,156,1449
2106,Q107,6,34,352,241,1360
2107,Q108,6,165,851,197,1591
2108,Q109,6,1149,1190,332,1335
2109,Q110,6,549,551,698,1329
2110,Q111,6,904,301,623,1511
2111,Q112,6,939,286,163,1465
2112,Q113,6,152,692,972,1578
2113,Q114,6,1181,56,85,1323
2114,Q115,6,1158,814,1051,1385
2115,Q116,6,178,971,562,1570
2116,Q117,6,10,777,1095,1302
2117,Q118,6,94,585,923,1337
2118,Q119,6,1188,662,1065,1362
2119,Q120,6,650,417,4,1452
2120,Q121,6,502,685,673,1258
2121,Q122,6,1086,644,1132,1384
2122,Q123,6,448,280,1008,1212
2123,Q124,6,36,520,252,1559
2124,Q125,6,616,164,504,1280
2125,Q126,6,224,746,625,1399
2126,Q127,6,335,270,857,1458
2127,Q128,6,168,145,150,1387
2128,Q129,6,834,472,281,1418
2129,Q130,6,484,65,823,1235
2130,Q131,6,907,571,162,1495
2131,Q132,6,730,1120,1084,1545
2132,Q133,6,566,767,882,1356
2133,Q134,6,957,738,462,1429
2134,Q135,6,605,754,855,1318
2135,Q136,6,591,1128,411,1431
2136,Q137,6,349,258,629,1573
2137,Q138,6,23,57,695,1214
2138,Q139,6,324,733,99,1440
2139,Q140,6,1069,330,307,1528
2140,Q141,6,306,676,752,1351
2141,Q142,6,614,290,787,1571
2142,Q143,6,317,1093,961,1496
2143,Q144,6,279,136,911,1574
2144,Q145,6,534,400,134,1251
2145,Q146,6,106,452,1038,1599
2146,Q147,6,242,1134,630,1450
2147,Q148,6,32,107,401,1284
2148,Q149,6,980,1138,819,1509
2149,Q150,6,378,380,1031,1373
2150,Q151,6,431,1025,1108,1479
2151,Q152,6,580,219,123,1236
2152,Q153,6,1029,914,801,1424
2153,Q154,6,928,298,719,1262
2154,Q155,6,514,710,35,1536
2155,Q156,6,296,29,214,1486
2156,Q157,6,988,383,707,1551
2157,Q158,6,885,1156,930,1217
2158,Q159,6,141,763,900,1363
2159,Q160,6,50,1125,360,1259
2160,Q161,6,689,756,690,1577
2161,Q162,6,709,269,20,1248
2162,Q163,6,836,648,204,1426
2163,Q164,6,167,1180,927,1292
2164,Q165,6,797,665,1101,1244
2165,Q166,6,66,1011,1148,1576
2166,Q167,6,604,21,394,1343
2167,Q168,6,355,1185,120,1553
2168,Q169,6,122,863,239,1529
2169,Q170,6,1024,913,232,1395
2170,Q171,6,105,920,1074,1243
2171,Q172,6,575,782,1122,1425
2172,Q173,6,841,1046,235,1427
2173,Q174,6,1043,1126,1092,1257
2174,Q175,6,1016,138,878,1303
2175,Q176,6,44,1020,721,1255
2176,Q177,6,1137,353,471,1348
2177,Q178,6,627,457,221,1278
2178,Q179,6,896,467,264,1227
2179,Q180,6,70,572,1109,1497
2180,Q181,6,672,159,517,1411
2181,Q182,6,67,116,573,1282
2182,Q183,6,146,6,347,1407
2183,Q184,6,38,963,726,1379
2184,Q185,6,946,1050,649,1487
2185,Q186,6,288,63,161,1483
2186,Q187,6,811,1037,589,1397
2187,Q188,6,609,864,1002,1580
2188,Q189,6,853,552,1170,1321
2189,Q190,6,682,389,1115,1204
2190,Q191,6,955,898,1189,1200
2191,Q192,6,556,820,461,1364
2192,Q193,6,793,450,530,1219
2193,Q194,6,1157,474,189,1462
2194,Q195,6,967,872,421,1398
2195,Q196,6,388,206,81,1412
2196,Q197,6,111,558,1171,1454
2197,Q198,6,268,888,357,1314
2198,Q199,6,1154,934,144,1444
2199,Q200,6,1058,1196,892,1513
2200,Q201,6,193,195,423,1549
2201,Q202,6,1133,822,482,1237
2202,Q203,6,521,559,427,1291
2203,Q204,6,597,245,415,1210
2204,Q205,6,384,1087,458,1555
2205,Q206,6,574,100,506,1240
2206,Q207,6,500,16,774,1589
2207,Q208,6,889,975,240,1370
2208,Q209,6,1144,546,833,1566
2209,Q210,6,1167,1063,157,1367
2210,Q211,6,832,1015,657,1353
2211,Q212,6,480,893,361,1290
2212,Q213,6,772,346,936,1247
2213,Q214,6,449,693,785,1332
2214,Q215,6,12,922,510,1338
2215,Q216,6,991,229,174,1203
2216,Q217,6,115,704,935,1524
2217,Q218,6,824,792,536,1286
2218,Q219,6,978,1183,835,1400
2219,Q220,6,1070,1129,119,1546
2220,Q221,6,72,817,179,1447
2221,Q222,6,847,600,233,1561
2222,Q223,6,567,931,1184,1502
2223,Q224,6,420,428,683,1565
2224,Q225,6,541,198,995,1476
2225,Q226,6,259,11,802,1522
2226,Q227,6,345,390,300,1207
2227,Q228,6,64,1035,1057,1202
2228,Q229,6,838,173,187,1485
2229,Q230,6,314,859,803,1311
2230,Q231,6,9,706,870,1330
2231,Q232,6,560,445,1039,1232
2232,Q233,6,762,153,1151,1512
2233,Q234,6,1028,1098,392,1417
2234,Q235,6,3,1166,42,1531
2235,Q236,6,725,496,234,1516
2236,Q237,6,837,1040,861,1215
2237,Q238,6,729,1136,154,1463
2238,Q239,6,266,222,1127,1289
2239,Q240,6,758,183,745,1438
2240,Q241,6,1159,209,681,1415
2241,Q242,6,798,287,711,1541
2242,Q243,6,1111,1198,121,1557
2243,Q244,6,33,175,54,1548
2244,Q245,6,639,368,340,1401
2245,Q246,6,553,304,525,1327
2246,Q247,6,829,655,88,1489
2247,Q248,6,909,1114,950,1201
2248,Q249,6,1014,969,1187,1382
2249,Q250,6,475,699,139,1527
2250,Q251,6,1174,962,369,1475
2251,Q252,6,199,319,184,1466
2252,Q253,6,1027,1032,393,1469
2253,Q254,6,213,1130,844,1478
2254,Q255,6,273,865,444,1366
2255,Q256,6,1091,684,220,1242
2256,Q257,6,1054,512,207,1505
2257,Q258,6,771,642,172,1250
2258,Q259,6,852,557,840,1352
2259,Q260,6,71,526,661,1260
2260,Q261,6,653,103,986,1349
2261,Q262,6,385,522,74,1432
2262,Q263,6,93,337,983,1595
2263,Q264,6,481,292,818,1326
2264,Q265,6,69,1068,186,1558
2265,Q266,6,740,1049,424,1547
2266,Q267,6,336,58,742,1520
2267,Q268,6,941,110,527,1394
2268,Q269,6,465,705,387,1229
2269,Q270,6,447,513,862,1482
2270,Q271,6,1072,645,285,1246
2271,Q272,6,1199,748,1152,1430
2272,Q273,6,53,764,143,1225
2273,Q274,6,265,879,883,1261
2274,Q275,6,732,37,1143,1500
2275,Q276,6,952,636,334,1218
2276,Q277,6,1042,83,1044,1380
2277,Q278,6,577,451,216,1586
2278,Q279,6,299,531,202,1409
2279,Q280,6,1007,460,998,1381
2280,Q281,6,1085,1010,294,1220
2281,Q282,6,739,303,348,1422
2282,Q283,6,505,881,250,1562
2283,Q284,6,542,1019,940,1344
2284,Q285,6,535,773,255,1305
2285,Q286,6,272,1017,468,1300
2286,Q287,6,612,813,263,1540
2287,Q288,6,295,871,578,1206
2288,Q289,6,1163,874,628,1357
2289,Q290,6,439,1056,1090,1492
2290,Q291,6,230,257,757,1575
2291,Q292,6,759,491,406,1383
2292,Q293,6,1001,177,666,1226
2293,Q294,6,1139,377,1071,1437
2294,Q295,6,1179,410,61,1274
2295,Q296,6,59,128,987,1445
2296,Q297,6,607,781,1145,1331
2297,Q298,6,626,1060,322,1435
2298,Q299,6,1013,587,594,1457
2299,Q300,6,768,151,937,1340
2300,Q301,6,671,1118,901,1592
2301,Q302,6,5,1194,743,1320
2302,Q303,6,1083,548,1004,1241
2303,Q304,6,633,677,132,1564
2304,Q305,6,365,422,886,1322
2305,Q306,6,277,843,659,1281
2306,Q307,6,1053,108,343,1581
2307,Q308,6,550,102,581,1376
2308,Q309,6,433,606,62,1276
2309,Q310,6,894,856,1097,1543
2310,Q311,6,807,532,1177,1448
2311,Q312,6,438,831,1062,1488
2312,Q313,6,1,469,736,1507
2313,Q314,6,373,354,1182,1442
2314,Q315,6,670,364,608,1419
2315,Q316,6,795,429,78,1279
2316,Q317,6,749,327,999,1371
